1  Section defined by segments: N / Xi  Yi  Xf  Yf  R  t
   7  -14.4   19.7   -1.6   19.7   0.0   0.6
       -1.6   19.7    0.3   17.8  -1.9   0.6
        0.3   17.8    0.3    2.2   0.0   0.6
        0.3    2.2    2.2    0.3   1.9   0.6
        2.2    0.3   12.8    0.3   0.0   0.6
       12.8    0.3   14.7    2.2   1.9   0.6
       14.7    2.2   14.7    4.0   0.0   0.6
3  Material properties: Et, Ec, Fty, Fcy, Ftu, e(%)
   72394.6  73773.6  330.95  275.79  448.16  15.0
4  Load cases: Fz  Mx  My [Xo Yo]
   9  -10000.0   10000.0       0.0
           0.0   10000.0       0.0
       10000.0   10000.0       0.0
      -10000.0       0.0   10000.0
           0.0       0.0   10000.0
       10000.0       0.0   10000.0
      -10000.0   10000.0   10000.0
           0.0   10000.0   10000.0
       10000.0   10000.0   10000.0
5  Allowable microstrains: Eps-t  Eps-c
   156190.5   156074.8
6  Units: [Force] / [Length]
   N
   mm
