1 Title and remarks (4 lines)
  EXAMPLE FOR SINGLE SHEAR JOINT
  Fastened and adhesive joint. Elastic analysis for adhesive.
  Adherent 1: Ti. Adherent 2: CFC.
  Thermal load: 70°C. Applied load 153000 N.
2 Type of problem
  Unidimensional
3 Geometry: N / i - X(i)
  16
     1     0.00
     2    30.00
     3    60.00
     4    60.00
     5    75.00
     6    90.00
     7    90.00
     8   105.00
     9   120.00
    10   120.00
    11   135.00
    12   150.00
    13   150.00
    14   180.00
    15   180.00
    16   210.00
4 Fasteners data: NG / i  Nr(i)  Ind(i)  Dx(i,k)  D(i,j)  Er(i,j)  Kr(i,j)  Fsu(i,j)
  3
      1   2   5    0.00   7.90  115000.0       0.00   33112.00
                   0.00   7.90  115000.0       0.00   33112.00
      2   1   8    0.00   7.90  115000.0       0.00   33112.00
      3   1  11    0.00   7.90  115000.0       0.00   33112.00
5 Adhesive data: An / Na / Ind(i)  t(i)  G(i)  Fsy(i)  Fsu(i)  Gamma(i)  E(i)  Ftu(i)  Eff(i)  Np(i)
  0
  4
      1  0.10   1130.0   27.50   54.00  0.500   3050.0   60.00  1.000  10
      2  0.10   1130.0   27.50   54.00  0.500   3050.0   60.00  1.000  10
     13  0.10   1130.0   27.50   54.00  0.500   3050.0   60.00  1.000  10
     15  0.10   1130.0   27.50   54.00  0.500   3050.0   60.00  1.000  10
6 Data for Element X: Mat / i  W(i)  t(i)  e(i)  G(i)  µ1(i)  µ2(i)  Ct(i)  Ftu(i)  [Fbru(i)]
  1
     1  48.00  0.25  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
     2  48.00  1.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
     3  48.00  1.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
     4  48.00  2.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
     5  48.00  2.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00  1420.00
     6  48.00  2.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
     7  48.00  2.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
     8  48.00  2.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00  1420.00
     9  48.00  2.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
    10  48.00  3.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
    11  48.00  3.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00  1420.00
    12  48.00  3.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
    13  48.00  3.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
    14  48.00  3.50  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
    15  48.00  4.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
    16  48.00  4.00  115000.0  44230.0  0.30  0.30   8.0000E-06   930.00
7 Data for Element Y: Mat / i  W(i)  t(i)  e(i)  G(i)  µ1(i)  µ2(i)  Ct(i)  e-max(i)  [B(i) A(i) C(i)]
  2
     1  48.00  5.40  80518.0  11009.0  0.318  0.119  -4.6300E-07  3650.00
     2  48.00  5.40  80518.0  11009.0  0.318  0.119  -4.6300E-07  3650.00
     3  48.00  5.40  80518.0  11009.0  0.318  0.119  -4.6300E-07  3650.00
     4  48.00  4.50  84466.0  10278.0  0.317  0.106  -5.8600E-07  3650.00
     5  48.00  4.50  84466.0  10278.0  0.317  0.106  -5.8600E-07  3650.00   1120.00   4305.0    376.00
     6  48.00  4.50  84466.0  10278.0  0.317  0.106  -5.8600E-07  3650.00
     7  48.00  3.78  82378.0  11531.0  0.379  0.122  -7.5900E-07  3650.00
     8  48.00  3.78  82378.0  11531.0  0.379  0.122  -7.5900E-07  3650.00   1111.00   4364.0    376.00
     9  48.00  3.78  82378.0  11531.0  0.379  0.122  -7.5900E-07  3650.00
    10  48.00  2.52  91440.0   7616.0  0.228  0.071  -4.7200E-07  3650.00
    11  48.00  2.52  91440.0   7616.0  0.228  0.071  -4.7200E-07  3650.00   1155.00   4069.0    376.00
    12  48.00  2.52  91440.0   7616.0  0.228  0.071  -4.7200E-07  3650.00
    13  48.00  1.80  90389.0   9182.0  0.316  0.088  -7.5100E-07  3650.00
    14  48.00  1.80  90389.0   9182.0  0.316  0.088  -7.5100E-07  3650.00
    15  48.00  1.08  85477.0  12836.0  0.639  0.127  -1.8100E-06  3650.00
    16  48.00  1.08  85477.0  12836.0  0.639  0.127  -1.8100E-06  3650.00
8 Applied loads: Px  Rx  Py  Ry / Qx  Sx  Qy  Sy / T
        0.0    76500.0    76500.0        0.0
        0.0        0.0        0.0        0.0
       70.0
